Id	individual	ProcCoord1	ProcCoord2	ProcCoord3	ProcCoord4	ProcCoord5	ProcCoord6	ProcCoord7	ProcCoord8	ProcCoord9	ProcCoord10	ProcCoord11	ProcCoord12	ProcCoord13	ProcCoord14	ProcCoord15	ProcCoord16	ProcCoord17	ProcCoord18	ProcCoord19	ProcCoord20	ProcCoord21	ProcCoord22	ProcCoord23	ProcCoord24	ProcCoord25	ProcCoord26	ProcCoord27	ProcCoord28
JNT127	127	0.30772351207790005	0.18314750961840912	0.32608025241235483	0.018483959729720376	0.3055387484202957	-0.004460808150560783	-0.025887944111893657	-0.4994000693556398	-0.25662039448034935	-0.026305354773038518	-0.2740118562929742	-0.0028000703719444665	-0.2798283899274	0.13537927982349315	-0.2353988594015278	0.16851164107461475	0.03172537729976356	0.140895786960688	0.01715362979657402	0.06885914953962592	0.007100353408380291	-0.02694843525147162	0.007937797063305567	-0.05089219542982091	0.2335617703102371	-0.044339086940887076	-0.16507399657466526	-0.060131306473187957
JNT128	128	0.33815810607306157	0.2378700816053947	0.2970054093203393	0.03231224890354913	0.26495285228731763	-0.001567483278275987	-0.08410323967452246	-0.5110578381381055	-0.21019088297540695	-0.06032728159813826	-0.24275566679618846	-0.031872651801069754	-0.2909337435726348	0.14383250072417614	-0.24787767000815442	0.19484974105877378	0.038802389747354074	0.14162204572140719	0.03145314726085632	0.062291153502729686	0.02266316396413128	-0.0304649672909875	0.02190019444334176	-0.054522763994897895	0.2237787951662257	-0.041821270158373995	-0.1628528552357211	-0.08114351525618171
JNT129	129	0.2819808162327023	0.27963504660555305	0.25941990898761735	0.08284458610798212	0.22505905403059726	0.007727271928820875	-0.0052974661313853755	-0.6143148304582162	-0.18443927479659095	-0.005533416614725816	-0.21282002116890558	0.0529015264293491	-0.2540268062581911	0.19699008165999304	-0.23014700997167292	0.2432539969609971	0.01951130130860085	0.08503636983337265	0.016445021077008615	0.04038044690588297	0.019471077830955193	-0.0881679255097994	0.019895667111496467	-0.12122277016131894	0.16335800775780832	-0.07416774427093367	-0.11841027601004143	-0.08536263941695736
JNT130	130	0.2477237081443202	0.25448615144381015	0.2711593228633897	0.07498821520334241	0.24496687073768048	0.025871169311270457	0.010798698490450901	-0.6339177491048947	-0.18799428321555064	-0.01220879395083118	-0.22281107021141608	0.0481489169791864	-0.2449394372826588	0.20660347882786842	-0.21086073676112915	0.24854872917046528	0.017059062344979635	0.10776989939295147	0.012796898742681495	0.021255120629097155	0.009266005125104563	-0.07676142863711778	0.008442270857428833	-0.09908145205025395	0.1589969264277839	-0.085483505269173	-0.11460423626306442	-0.08021875194572071
JNT132	132	0.3113344124928955	0.2075397323582157	0.2944705043683131	0.00918562093416854	0.27545043728266655	-0.02409163562094784	0.07859007888204439	-0.5220762168408289	-0.2170099289992929	-0.005527175998465321	-0.2598789972167277	0.039516088074072364	-0.29170580129898316	0.168405120411756	-0.20107933774165102	0.21122780823500908	0.019696049406737994	0.17193276567954666	-0.006946444046425368	0.05070749129803376	-0.014419609432882362	-0.06370679861091698	-0.013941817671086508	-0.0925801852087585	0.18378068885420595	-0.08409205976694804	-0.1583402348798158	-0.06644055494393668
JNT133	133	0.3107138598501217	0.15908109290822375	0.2976612832309972	-0.020441621916746013	0.2618906686796521	-0.034157365409180546	0.09476495384168185	-0.48319262143697717	-0.2444459702374126	-0.0013479546868802282	-0.28303010127020606	0.027058339279350956	-0.31936738819323524	0.16966151320853626	-0.2511235938899296	0.21844930748158864	0.03224967893269289	0.1404554828156435	0.028190834205463703	0.05618967055811782	0.021357081137981127	-0.046516891113220986	0.019799612994560865	-0.06399520685232479	0.20428110886220235	-0.06855261911927671	-0.1729420281445707	-0.05269112571685488
JNT134	134	0.3044484348532785	0.15964483784266037	0.30043484808565735	-0.01692010411780032	0.26062844289312176	-0.029218329894489727	0.09351081066985678	-0.5154756220738771	-0.22185591924515416	-0.0036996933041753294	-0.25658091176658204	0.03063362011328284	-0.31317311494276595	0.18269598420598637	-0.2512834264178608	0.21655472310923313	0.016260037338146897	0.12963723333420002	0.017180225160019165	0.0610392198023531	0.022219431007770817	-0.03736957932021584	0.02054328441734332	-0.05764395483609451	0.19292720503318758	-0.0637999498639113	-0.18525934708601918	-0.05607838499715144
JNT135	135	0.3109410804532908	0.19687839405854354	0.2847599225186614	-0.0197855447283963	0.23329619068333274	-0.04848882748652566	0.06173443396403199	-0.5143189543470177	-0.2028109644095691	-0.010420436463265896	-0.24462474398026246	0.011635897849120582	-0.31854138535144844	0.18911020590427435	-0.27901415351412223	0.22784820904230818	0.018396715556469365	0.14178597661632827	0.027212289228817334	0.06500064348078981	0.033826202506533856	-0.03080466997765872	0.035741703378234214	-0.05212663772169631	0.19335809729618228	-0.07983149323419832	-0.1542753883301522	-0.07648276299260653
JNT136	136	0.2376666039141481	0.22493885641538727	0.26404519179645597	-0.015297853373153137	0.22708630187863219	-0.057780062808857	0.06371652943008255	-0.542270084944338	-0.19753551201916753	-0.02396354163196055	-0.21945542089182116	0.02881331618205866	-0.31691435451778766	0.2291742780004686	-0.2674777167339219	0.2589311122083358	0.022074493762431216	0.13508090471632664	0.030988364558775683	0.06942319271298124	0.04346953915732972	-0.05714189473581439	0.0463763322127664	-0.08196150283807202	0.21217681238197839	-0.08551965131645801	-0.146217164929902	-0.08242706858690521
JNT137	137	0.34169199758071356	0.21976068293418163	0.30088165242703335	0.002650538212563308	0.23815132614204348	-0.03019116628026773	0.024305090481900906	-0.5049653850609486	-0.21537158587252878	-0.01711281826897555	-0.26132220401249834	0.006678271388598302	-0.30633659238683536	0.16083642454874497	-0.2423062452699907	0.19346988562767906	0.026809032699125823	0.1505108290026337	0.022983562988604565	0.07355098940269743	0.017802685003873726	-0.039621976166103884	0.019748563758184873	-0.07159433448835041	0.1901859391145149	-0.07378453135114481	-0.15722322265414207	-0.07018740950130699
JNT139	139	0.3050512994278612	0.2897710247985852	0.26994045375165765	0.07788720077448089	0.2335980937380415	0.02474202794444519	-0.026041767043736008	-0.6291421757888235	-0.17385740720279358	-0.007169034780195387	-0.19029039600067765	0.029061751516108028	-0.25987407369016313	0.189362319976539	-0.23396794890451433	0.22323202421489013	0.02033540701779188	0.09285347654306414	0.014385532470720101	0.04116391720226651	0.014749846756593344	-0.07334104992959328	0.012252766657999327	-0.09931685075613499	0.1276282714778852	-0.08483188886337231	-0.11391007845666627	-0.07427274285226038
JNT140	140	0.31104743547383756	0.17521868902599816	0.2976400539969117	-0.001580769872935938	0.2472338874703869	-0.032061911934282566	0.042236343798969914	-0.5097027239881986	-0.21755451105549806	-0.01181105307955351	-0.25559896333056387	0.017115532591078772	-0.3185012588459841	0.17796976251716	-0.2781016634327668	0.2126911954114186	0.01451242906413223	0.1335852877619636	0.037194365060102264	0.06925092133492682	0.04088236149583992	-0.03506656991710131	0.03874945678059803	-0.058927011901473085	0.19086001135934516	-0.07001432830307987	-0.15059994783531058	-0.06666701964592123
JNT143	143	0.3053201486343836	0.21881759564460476	0.25045238232406725	0.028708151860134572	0.20605083944044242	-0.020150624311675875	0.06458130300328502	-0.6422915024994768	-0.17869693372382625	-0.006380975677093244	-0.2095849779989017	0.029211199090560025	-0.2651007009135902	0.18866211230813953	-0.21214132401362384	0.21522903986987593	0.007237820164630364	0.14840828897842445	0.0029711759921586724	0.08766309308726636	0.00518233648952045	-0.05079493749546518	0.00360737865301298	-0.07792907105277132	0.17812236986035265	-0.06559404878678143	-0.15800181791191173	-0.05355832101574178
JNT144	144	0.29663348966787406	0.2524725655616062	0.31651545080518734	-0.0061198074568770446	0.24535781229488748	-0.044764859695955644	-0.006439640377570825	-0.49789643288730356	-0.20734104580451532	-0.05117089113319457	-0.2670894307670241	-0.03688647079352983	-0.28279735267241807	0.17604998863754176	-0.23834374129672015	0.22941504353296208	0.030209823371617574	0.17502409608429562	0.02628828936555323	0.07375585046846955	0.016275189967410956	-0.03941592998522846	0.015718108769335656	-0.06183917180379207	0.1963942324043798	-0.08336088688134867	-0.14138118572799727	-0.08526309364764481
JNT145	145	0.3297539273185229	0.2928448886904836	0.34064142902452293	0.0741879759794177	0.23994759309496663	-0.027976788122661064	-0.10985189832812385	-0.5255045091347263	-0.20837964987832133	-0.042669770152878574	-0.23472782151869945	-0.01469039837457916	-0.27887902063991565	0.10609800984406612	-0.21291269611950991	0.18111138032295457	0.035896327419366374	0.1503139653140303	0.022639791640058225	0.08345458887125938	0.010973291297294482	-0.03254518677569385	0.009976139036827009	-0.06305492027462081	0.19890944179782263	-0.07946835397797057	-0.14398685414481033	-0.10210088220908074
JNT147	147	0.2913429757982502	0.17770165776828056	0.30282936394152127	0.003418981790878836	0.25950770329074235	-0.03917569900814541	0.10152333434124577	-0.5253952424896712	-0.2222393544913369	-0.013351100675369437	-0.2620583618027735	0.020119976516145017	-0.2782251725932315	0.19315601818938452	-0.21440785420904937	0.21810783790072785	0.008537075723823895	0.15710862713752746	0.0013561495426868478	0.07535656736597307	0.0029287829819184983	-0.04663426254582192	0.001272673923124393	-0.06565345017576324	0.20112418258753037	-0.08911918083928862	-0.19349149903445226	-0.06564073093485781
JNT148	148	0.31533590530434813	0.17717156226377917	0.30353564827958185	0.007760869483921292	0.23543468322291555	-0.02459499726618697	0.023672139780562502	-0.5308570006101906	-0.21385248710460464	-0.01648297644962252	-0.2727267869147696	0.021130460438128162	-0.30695203183411046	0.15938954137417446	-0.25934659677338934	0.19372709396501148	0.03354966346730566	0.1299179113795302	0.032163811432095485	0.08737941767403858	0.02927224829187365	-0.017043514497103413	0.024675882365424	-0.042288261956228215	0.2028418379154876	-0.06495280322198962	-0.14760391743272094	-0.08025730257726094
JNT149	149	0.2998694527089525	0.20570490555710233	0.328645877098172	-0.017910993628903055	0.2801063755026152	-0.04463025751140461	0.033079996123391506	-0.49217767659879186	-0.19440839164148416	-0.04266584884794264	-0.25134067558927375	-0.0018154890565074064	-0.3145153518323422	0.17958369982394262	-0.23294736828559512	0.2265208906049134	-0.004272842948029664	0.15724906167773056	0.00443118662126305	0.07540407779741039	0.006861996405336673	-0.02645829338333336	0.009178648796261964	-0.04969395892372323	0.19020473828914058	-0.07838658134959889	-0.15489364124840882	-0.09072353616089424
