Id	species 	individual	jaw type	tooth position	ProcCoord1	ProcCoord2	ProcCoord3	ProcCoord4	ProcCoord5	ProcCoord6	ProcCoord7	ProcCoord8	ProcCoord9	ProcCoord10	ProcCoord11	ProcCoord12	ProcCoord13	ProcCoord14	ProcCoord15	ProcCoord16	ProcCoord17	ProcCoord18	ProcCoord19	ProcCoord20	ProcCoord21	ProcCoord22	ProcCoord23	ProcCoord24	ProcCoord25	ProcCoord26	ProcCoord27	ProcCoord28
Ca010L09	Ca	010	L	09	0.3885504190728622	0.14593127412568413	0.42858971405703133	0.040798205909572845	0.380062826206678	-0.038890032827111	-0.03861847628352875	-0.2765930828046728	-0.3551057308165969	-0.05386096296333425	-0.36778824227227425	0.03391860616416471	-0.298048155844117	0.13650745346479734	-0.15268815944902828	0.11874294515582758	-0.004285154121209148	0.10822867621236558	-0.005765445108693362	0.07290092541078572	-0.005511213643236551	-0.011513807106922083	-0.00603018287876445	-0.07029603460090277	0.12384329094945262	-0.09839480392016015	-0.08720548986857563	-0.1074793622200951
Ca010U01	Ca	010	U	01	0.32564557238893	0.2084182541640049	0.2986954475425679	0.015566049694697374	0.2638266807560225	-0.033784081986162055	0.010714565255549105	-0.5462232397215527	-0.22467981955467486	-0.007444419557465654	-0.26995086113850725	0.02740771050026842	-0.28650327629034256	0.18356581399040903	-0.16429971519375242	0.2486669648678382	-0.03036814536490799	0.1768327712647486	-0.01764894942296398	0.07608277621049657	0.013838088210895216	-0.06893752677809502	0.02186402185980998	-0.13257179131202826	0.17811300607900166	-0.06894522953323665	-0.1192466151276262	-0.07863405180392195
Ca010U10	Ca	010	U	10	0.3527935674228918	0.09841307548166814	0.3492812357147602	2.718930906590866E-4	0.32366934824505195	-0.041496674148445094	0.18822549817808848	-0.34796834575583946	-0.32994372600059496	-0.013008626313495066	-0.3709766500735582	0.06585329232310921	-0.2708770225665856	0.19863084458257918	-0.12289390589012819	0.1473425567337759	0.001034150606722968	0.11362616373804843	-0.016256074924592155	0.07191582553119084	-0.006393820589572902	-0.0272804961816974	0.0018933870939968536	-0.09440892445946159	0.15898142442879626	-0.09625274626482576	-0.2585374116452765	-0.07563783835726587
Ca010U11	Ca	010	U	11	0.32695442311082445	0.08985766602384063	0.33945850889738427	-0.025508591571431843	0.3182905131776077	-0.07793272033962102	0.18341152420022813	-0.2795563689511322	-0.34542530220076645	-0.0438555066522354	-0.43731491367019193	0.08577080262992151	-0.31365539707481416	0.22417467713031494	-0.14213476910138098	0.16080061449100638	0.018543539974625687	0.12047357644674922	0.013381358131103093	0.06461636394076659	0.01809413570963252	-0.03007969309794393	0.038292980450821024	-0.07156244470176217	0.1662772987086607	-0.11279588231391885	-0.1841739003137331	-0.10440249303455336
Ca010U02	Ca	010	U	02	0.28441226575065404	0.19386219917577596	0.30561627801936797	0.02236040222370282	0.25065899532252317	-0.0635812093381403	0.1176257380295107	-0.557374172083123	-0.26263409192432113	-0.03762864965813554	-0.2963760225108933	0.031816759255460764	-0.21842430198728507	0.2517088971797882	-0.1157084823508202	0.22548351325875818	-0.01588395498179633	0.20446702303131092	-0.006408812140749684	0.06973129869118179	-0.0115383704433451	-0.0369945574010306	-0.015658063742446104	-0.09395493776220704	0.1380188580682229	-0.08825261439953985	-0.15370003510862273	-0.12164395217380207
Ca010U03	Ca	010	U	03	0.33745303172893176	0.1716794709252172	0.3132227950446612	0.03755340075599484	0.26794473233827437	-0.032667591344983475	0.11850064192997364	-0.5196855874847129	-0.26079285641691086	-0.01738446500726199	-0.2808999492443777	0.06045063288432757	-0.25540476025866504	0.22430659590465418	-0.13144010232947054	0.17049518408576603	-0.0180465390260677	0.16443376927064332	-0.012443229319242322	0.07173848376119181	-0.010421177927080517	-0.0451350924143671	-0.012209167390917968	-0.09646173925632458	0.1410981448830349	-0.10157129699272127	-0.1965615640121446	-0.08775176508742481
Ca010U04	Ca	010	U	04	0.3335387918041634	0.16796047318962792	0.34875926654991274	0.015352294579719317	0.26420444189319714	-0.04220130057611599	0.11033601751273654	-0.4776404900424857	-0.26851668780463095	-0.013617615605838632	-0.30461054095072626	0.049529585645884125	-0.2924275541635889	0.21587602671801762	-0.12376843168202564	0.1582054395984858	-0.009394567448214718	0.14895568191933511	-0.011048670729037943	0.08094530347955262	-0.008897785642442362	-0.03639521474944996	-5.407323612611325E-4	-0.08637941366263248	0.14148987158000437	-0.09848389196968199	-0.17912341855808675	-0.08210687852441761
Ca010U05	Ca	010	U	05	0.30147110914109015	0.15757758969545724	0.3450826183762992	0.006841749998675824	0.28488230485271293	-0.038911943398587834	0.14237105464026206	-0.4504488164978281	-0.28942575646559243	0.013823975518277694	-0.33201925989422276	0.061241966142821534	-0.2978449446967884	0.22310996946076506	-0.09952093488233504	0.14938756140111983	-0.003408961387572431	0.14111257854862683	-0.007395232204751709	0.09804794373591413	-0.007961157905921633	-0.04354540019691766	-0.0029384343255876594	-0.1077799561328079	0.13921417466540556	-0.11264067084224524	-0.17250657991299737	-0.0978165474332708
Ca010U06	Ca	010	U	06	0.3154042057189955	0.15820312802699504	0.3190695947147556	0.015606319261476934	0.2869938589059886	-0.032444499443246795	0.14822496562656334	-0.4693357149046317	-0.3036017494860208	0.005375878694581025	-0.319078771192261	0.06586298043322254	-0.2572699533047971	0.22132131383121195	-0.11225917524940954	0.17005307834062972	-0.01752820259555545	0.15773846614416404	-0.014127360199979185	0.04413914720895626	-0.004924604205919428	-0.026032821076576756	-2.465344593382858E-4	-0.08869519637634292	0.1501208516354887	-0.11738539060204742	-0.19077712590851098	-0.10440668953839206
Ca010U07	Ca	010	U	07	0.3621401623659129	0.12773821478484076	0.33946064500839523	0.026021559178677538	0.26725856624353506	-0.037747415793392684	0.16209724625819574	-0.43500177271587537	-0.2887716578956149	-0.026237562203000598	-0.36283425408247305	0.08868971075497198	-0.23795638630017352	0.21251421966935796	-0.11869183047840823	0.1668348100081969	-0.022284923393824624	0.1427511486162374	-0.033802804621851174	0.0539781922494424	-0.02502385495988276	-0.031342010903868935	-0.01278822695239507	-0.09048474335397298	0.15480903126378226	-0.09075961066637439	-0.18361171245519772	-0.10695473962524063
Ca010U08	Ca	010	U	08	0.3467223489493198	0.11385054040431974	0.33616552743469974	-0.0032681425165379877	0.2699541143776263	-0.05053150885566277	0.18529259276288798	-0.42494673995004634	-0.28726901990825465	-0.03009893741801099	-0.34753109511472957	0.07220531308092654	-0.2819910302283491	0.21161446075362197	-0.1255891777901317	0.16182178963493918	-0.0053913606257434046	0.13570270720516261	-0.011270312881896557	0.08971905309105095	-0.013314619866923828	-0.010439347226250622	-0.014945519399609275	-0.08923186003900128	0.17333188807240868	-0.09772585704554203	-0.22416433578130354	-0.07867147111896854
Ca010U09	Ca	010	U	09	0.33680514760964847	0.10125659773129772	0.33366954530938747	8.159510014789303E-4	0.26732565887003634	-0.04687536790971949	0.2064323407060738	-0.40464506203358125	-0.33162036340658835	9.381498710651914E-4	-0.3689640253454001	0.08056778695333604	-0.2751815309101607	0.21289702626971319	-0.09313726927755872	0.15275918697019164	0.002587799793083871	0.13854318433587107	-0.017201873054986917	0.09334370985157962	-0.01843988563746015	-0.026700085044916447	-0.012758825897844517	-0.09269432309747605	0.17375827333071628	-0.09356657571532181	-0.20327499208894695	-0.11664017918351827
Ca002L01	Ca	002	L	01	0.2343410869845679	0.22782510685592822	0.30031713655288156	0.05292558409458378	0.31166111736953195	-0.06455472663822286	-0.009149946238114201	-0.5667659302626332	-0.2433501230907187	-0.0820070912488981	-0.2754554176858269	0.052663971672675176	-0.24939940360966406	0.22141167425235672	-0.12956276487971552	0.20938368636517363	0.009211753965502247	0.1999470126372148	-0.005558005803618574	0.11952520271550998	7.392567854680085E-4	-0.031163195127439074	0.00820988171484652	-0.09436043374746951	0.15586968634903264	-0.13079992710538868	-0.10787425841417332	-0.114030934463388
Ca002L10	Ca	002	L	10	0.36644388813102313	0.16869969736540488	0.4367752321886412	0.057994793420146344	0.39390650527771426	-0.06998292023151353	-0.07283583083504216	-0.29568916473342644	-0.32182924910328037	-0.07337122590116367	-0.324265726222653	0.02565985269181504	-0.2832334866714717	0.1348762722299171	-0.2047011744864968	0.12367034063799764	0.002454029062372503	0.1483037584227354	-0.005476617820973781	0.08492339821085865	7.956032044107325E-4	-0.004441900982380518	0.005202685474744317	-0.06142616310532718	0.112348704262799	-0.12117765837945119	-0.10558456246178474	-0.11803907964560878
